id,title,author,created_at,content,status,comment_status
"96","SPORTOWE zajęcia POZALEKCYJNE !","4","2010-09-09 14:01:00","&nbsp;<a href=""http://212.87.238.34/podgorski/08_09/basen1b/"" target=""_blank""><img src=""http://212.87.238.34/podgorski/08_09/basen1b/thumbs/IMG_2745.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Informuję iż od dnia 14 września (włącznie) można przychodzić na dodatkowe zajęcia na pływalni. Zajęcia dedykowane są zarówno dla uczniów chcących doskonalić swój warsztat pływacki jak również zupełnych laików. Osób bojących się wody i mających problemy z opanowaniem konkretnych lub jakichkolwiek umiejętności utrzymywania się na wodzie. Przypominam że zajęcia są dobrowolne i mogą być jednorazowym epizodem (w tym miejscu pozdrawiam wszystkich odrabiających basen pod koniec każdego semestru :). Oczywiście mile widziana jest systematyczność. EFEKTY SĄ WTEDY DUŻO TRWALSZE ! Pozdrawiam i zapraszam !! <br /> PS. Zapomniałem, zajęcia odbywają się we wtorki od godz 7.00 rano do 7.50 rano.
newsa przygotował: p. prof. Michał Nowak","1","1"
"97","Marsz ku pamięci... ","4","2010-09-09 14:04:00","&nbsp;<a href=""http://traugutt.net/lo/10_11/bialy_marsz/""><img src=""http://traugutt.net/lo/10_11/bialy_marsz/thumbs/_MG_5405.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Dnia 9 września odbył się &bdquo;Biały Marsz&rdquo;, który miał na celu upamiętnienie tragicznie zmarłego 17- letniego ucznia Zespołu Szkół Ekonomicznych. Chłopak został potrącony przez pijanego kierowcę, a w wyniku odniesionych obrażeń zmarł w szpitalu dnia 22 sierpnia br. Szkolni przyjaciele, koledzy i wychowawcy, aby uczcić Jego pamięć oraz zaprotestować przeciwko pijanym kierowcom zorganizowali pochód, którego trasa wiodła od pomnika ks. J. Popiełuszki do Placu Daszyńskiego. Do akcji przyłączyły się inne częstochowskie szkoły. II LO im. Romualda Traugutta reprezentowali przedstawiciele SU pod opieką Pani Prof. Izabelli Zawiszy oraz uczniowie klasy II d. Był to zarówno akt sprzeciwu wobec narastającego problemu pijanych kierowców, a także wyraz współczucia i jedności z rodziną tragicznie zmarłego.
newsa przygotował: Michał Chatys kl. II D","1","1"
"98","""Zabiegany - czas pochodzić""","4","2010-09-08 14:25:00","&nbsp;<a href=""http://www.olsztyn.ug.gov.pl/duzakampania.php"" target=""_blank""><img src=""/lo/10_11/_foto/mini/nordic.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;W dniu 12.09 2010r. od 15:00 do 17:00 w Lasku Aniołowskim w ramach ogólnopolskiej kampanii promocyjnej ""Nordic Walking nowy produkt turystyczny kluczem do wzrostu rozpoznawalności Gminy Olsztyn"", zorganizowany zostanie cykl imprez promocyjno - szkoleniowych. Pod fachowym okiem instruktorów będzie można nauczyć się prawidłowych kroków nordic walking i koordynacji ruchów. Jurajski Olsztyn przygotował dla uczestników imprez specjalnie ulotki z instruktażem uprawiania nordic walking oraz opisem i mapką malowniczej jurajskiej trasy nordic walking. Ponadto uczestnicy obdarowani zostaną różnymi upominkami, m.in. koszulkami i ręcznikami. Projekt współfinansowany jest ze środków Unii Europejskiej.
źródło: Serwis internetowy Urzędu Gminy Olsztyn k. Częstochowy","1","0"
"99","Zgranij 10 000 Euro","4","2010-09-08 14:24:00","&nbsp;<a href=""http://www.diversityfocus.eu/"" target=""_blank""><img src=""http://www.diversityfocus.eu/sites/default/files/imagecache/zajawka/df_logo_0.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Zapraszamy do udziału w międzynarodowym konkursie filmów krótkometrażowych Diversity Focus:V4. Prosta <a href=""http://www.diversityfocus.eu/pl/competition/idea"" target=""_blank"">IDEA</a> - wystarczy nakręcić krótki film inspirowany kulturą któregoś z krajów Grupy Wyszehradzkiej i umieścić na stronie www.diversityfocus.eu. Łatwe <a href=""http://www.diversityfocus.eu/pl/competition/zasady"" target=""_blank"">ZASADY</a> : filmy o długości do 5 minut mogą zgłaszać klasy, szkoły i indywidualni uczniowie. <a href=""http://www.diversityfocus.eu/pl/competition/harmonogram/"" target=""_blank"">HARMONOGRAM</a>: na filmy czekamy do 31.10.2010 roku. Wielki Finał - 20.11.2010 w Krakowie. Atrakcyjne <a href=""http://www.diversityfocus.eu/pl/competition/nagrody/"" target=""_blank""> NAGRODY</a> - na zwycięzców czeka 10 000 EURO! Więcej na <a href=""http://www.diversityfocus.eu/"" target=""_blank"">www.diversityfocus.eu</a>","1","0"
"100","LOT-ne spotkanie","4","2010-09-08 14:23:00","&nbsp;<a href=""http://www.traugutt.net/lo/lot/lot.php"" target=""_blank&quot;""><img src=""http://traugutt.net/lo/09_10/_foto/mini/lot.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Jesteś bacznym obserwatorem i lubisz opisywać to, co dzieje się wokół Ciebie? A może praktykujesz ""radosną twórczość uczniowską"", lub po prostu chciałbyś spróbować swoich sił w dziennikarstwie? Jeśli tak, mamy coś dla Ciebie! Szkolna gazetka LOT ogłasza nabór nowej grupy redaktorów! <br /> Już w najbliższy piątek podczas długiej przerwy w sali 14b, odbędzie się kolegium redakcyjne - zapraszamy wszystkich zainteresowanych pierwszo- oraz drugoklasistów, a także ""starych wyjadaczy"" z grona gazetki. Kreatywność i głowa pełna pomysłów jak najbardziej mile widziane. <br /> PS LOT poszukuje także ucznia z pasją informatyczną, który już od września mógłby zająć się oprawą graficzną gazetki.
newsa przygotował: LOT","1","0"
"101","Polsko - francuski po....kaz sztuk walki","4","2010-09-08 14:15:00","<a href=""http://traugutt.net/lo/10_11/sztuki_walki/"" target=""_blank""><img src=""http://traugutt.net/lo/10_11/sztuki_walki/thumbs/tkt-4.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Czy filmowi ""ręczni łamacze desek"", zabójczy samuraje i niebezpieczni ""zabijacy"" to tylko efekt trudnej pracy montażystów? Otóż nie. Z okazji XX-lecia nawiązania współpracy Częstochowy i Lourdes zorganizowany został pokaz sztuk walki, który odsłonił tajniki owej nadludzkiej mocy. <br /> Jako pierwsza zaprezentowała się częstochowska akademia taekwon-do. Młodzi wojownicy wraz ze swoim mistrzem wykonali wiele skomplikowanych chwytów i imponujących uderzeń. <br /> Następcy Bruce'a Lee zajęli drugie miejsce w programie. Klub karate ""BUDO"" przedstawił kolejno etapy treningu oraz imitację walki. <br /> Zwieńczeniem przedsięwzięcia była 5-osobowa grupa karate z Francji. Po raz 3 odwiedzili oni Częstochowę a ich występ z szeroko otwartymi oczami oglądali zarówno uczniowie jak i nauczyciele obecni na sali. Ostatni członek francuskiej drużyny zaprezentował walkę połączoną z tańcem tym samym zadziwiając wszystkich sprawnością fizyczną i świadomością własnego ciała. <br /> Widzowie opuścili salę gimnastyczną z zapałem wymieniając się spostrzeżeniami. Widowisko z pewnością wywarło ogromne wrażenie i zachęciło do udziału w zajęciach tego typu. Kto wie w ilu z nas ukrywa się wewnętrzny wojownik...
newsa przygotowała: Karolina Brewczyńska kl. IA","1","0"
"102","Program Comenius!","4","2010-09-07 18:08:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W związku ze zbliżającą się wizytą młodzieży z Hiszpanii i Francji w naszej szkole (18 - 22 października) zapraszam wszystkich uczestników programu Comenius na spotkanie organizacyjne w dniu 9 września (czwartek) na 8 godz.lekcyjnej do sali 14a. Obecność wszystkich pragnących gościć u siebie obcokrajowców obowiązkowa.
newsa przygotowała: p. prof. Ewa Ludwin","1","0"
"103","Jest ogórkowo!","4","2010-09-07 17:20:00","&nbsp;<a href=""http://traugutt.net/lo/10_11/powitanie_pierwszakow/""><img src=""http://traugutt.net/lo/10_11/powitanie_pierwszakow/thumbs/IMG_3451.JPG"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Pierwszoklasiści przywitani. Wprawdzie oficjalne powitanie przez pana Dyrektora miało miejsce 1. września w sali gimnastycznej, jednak tzw. &bdquo;starszyzna&rdquo; musiała przywitać szkolnych nowicjuszy po swojemu. <br /> Całość miała miejsce w poniedziałek, 6. września na patio. ""Pirszoroczni"" mieli za zadanie biegać dookoła choinki w maskach przeciwgazowych i zbierać ogórki. Po pokonaniu 5 okrążeń &bdquo;nowi&rdquo; mieli już spokój. A trzeba przyznać, że początkowo chętnych było mało i ""służby pomocnicze"" wybierały ""przymusowych ochotników"". Później zabawa się rozkręciła i ubaw mieli już nie tylko drugo i trzecioklasiści, ale także &bdquo;nowi&rdquo;. Niewiele brakło a doszłoby do ""rękoczynów"", ale i te miały podłoże raczej żartów niż przejawów agresji. Do ogórkowej wojny nie doszło. Całość należy rozpatrywać w kategoriach dobrej zabawy i odwiecznych relacji pierwszaków ze starszymi kolegami, którzy już z niejednego pieca chleb jedli (w tym wypadku raczej ogórki). Imprezę zorganizowali: Filip Borecki z IIIG, Rami Saleh, Tomek Sikorski i Michał Debudaj z IIIC , a także chłopaki z radiowęzła oraz inni &bdquo;przypadkowi funkcjonariusze&rdquo;. Szkoda, że nie wszyscy mogli wziąć udział. Niektórzy po prostu nie wiedzieli, że takie wydarzenie ma miejsce, a inni (szczególnie panie) niechętnie brali udział w tym rytuale.
newsa przygotował: Marcin Musiał kl. Ia","1","0"
"104","Zajęcia teatralne","4","2010-09-07 17:23:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jeśli czujesz, że chcesz porywać miliony; że kłębią się w Tobie pomysły, którym chcesz dać upust; że musisz wyżyć się artystycznie; albo ""zwyczajnie"" lubisz teatr -<br /> Zapraszamy Cię na zajęcia teatralne!<br /> Zajęcia poprowadzi student trzeciego roku aktorstwa w Państwowej Wyższej Szkole Teatralnej im. Ludwika Solskiego w Krakowie.<br /> Program zajęć przewiduje:<br /> - ćwiczenia z zakresu elementarnych zadań aktorskich;<br /> - improwizacje sceniczne;<br /> - monologi i sceny partnerskie;<br /> - ćwiczenia z zakresu emisji głosu i poprawnej wymowy;<br /> - ćwiczenia z zakresu świadomości ciała;<br /> - ćwiczenia z zakresu tańca współczesnego i pantomimy;<br /> - przekazywanie emocji, intencji za pomocą ruchu;<br /> - budowanie etiud opartych na ruchu;<br /> Koszt zajęć wynosi 25 zł miesięcznie od osoby (wpłata na konto Rady Rodziców). Do stworzenia grupy i rozpoczęcia pracy potrzebne jest minimum 10 osób. Spotkania będą odbywały się w soboty.<br /> Zgłoszenia przyjmuje p. prof. Marek Podgórski.<br /> Spotkanie organizacyjne odbędzie się w piątek, 10 września w trakcie długiej przerwy w sali 2b.
newsa przygotował: Kamil Bloch","1","0"
"105","Stypendia socjalne i nagrody","4","2010-09-07 17:24:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Informujemy, że Miejski Ośrodek Pomocy Społecznej w Częstochowie, Sekcja ds. Świadczeń Społecznych przejmuje zadanie z zakresu udzielania pomocy materialnej o charakterze socjalnym.<br /> Od 1 września 2010r. wnioski od wnioskodawców ze szkół, kolegiów i ośrodków niepublicznych z terenu Gminy Częstochowa oraz ze szkół, kolegiów i ośrodków publicznych oraz niepublicznych mających siedzibę poza Gminą Częstochowa będą przyjmować pracownicy Miejskiego Ośrodka Pomocy Społecznej w Częstochowie, Sekcja ds. Świadczeń Społecznych w godz. od 7.30 do 15.30 pod adresem: Częstochowa, al. Niepodległości 20/22, II piętro, pokój nr 246, tel. (34) 363-02-07, email:<br /> stypendia@mops.czestochowa.um.gov.pl<br /> <strong><span style=""text-decoration: underline;"">Wniosek o przyznanie stypendium szkolnego składa się w MOPSie do 15.09.2010r.</span></strong><br /> Niezbędne formularze można pobrać <a href=""http://traugutt.net/lo/10_11/stypendium.zip"" target=""_blank"">tutaj</a>. Wysokość kryterium dochodowego na osobę w rodzinie wynosi 351 zł.<br /><br /> Rozpoczął się nabór wniosków o przyznanie Nagrody Prezydenta Miasta Częstochowy dla uczniów uzdolnionych artystycznie, znajdujących się w trudnej sytuacji materialnej.<br /> <strong><span style=""text-decoration: underline;"">Wnioski o przyznanie nagrody w bieżącym roku można składać w terminie do 30 września</span></strong> do Wydziału Kultury i Promocji Urzędu Miasta Częstochowy, za pośrednictwem Kancelarii Urzędu Miasta Częstochowy, ul. Śląska 11/13, p. 6.<br /> - pełny tekst <a href=""http://www.czestochowa.pl/samorzad/wydarzenia_samorzad/regulamin2010.doc/"" target=""_blank"">Regulaminu</a> przyznawania nagrody<br /> - <a href=""http://www.czestochowa.pl/samorzad/wydarzenia_samorzad/wniosek2010.doc/"" target=""_blank"">wzór</a> wniosku o przyznanie nagrod.","1","0"
"106","Zostań rekinem","4","2010-09-06 17:25:00","&nbsp;<a href=""http://www.sigg.gpw.com.pl/"" target=""_blank""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/lo/10_11/_foto/mini/rekiny.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""center"" /></a><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Zapraszam do udziału w edycji projektu &bdquo;Rekiny Przedsiębiorczości&rdquo; <br /> Rozpoczęcie kursu e-learningowego: 15 października 2010 r.<br /> Gra podstawowa SIGG: od 15 października 2010 r. do 14 stycznia 2011 r.<br /> Dogrywka na kontraktach terminowych na WIG20: od 1 do 31 marca 2011 r.<br /> Aby wziąć udział w projekcie &bdquo;Rekiny Przedsiębiorczości&rdquo; należy zgłosić zespół opiekunowi. Każdy Zespół biorący udział w SIGG, może liczyć nie mniej niż 3 a nie więcej niż 4 osoby. Każdy uczeń biorący udział w SIGG może należeć tylko do jednego Zespołu. Przy zgłaszaniu zespołu powinna być podana nazwa grupy, imiona i nazwiska, klasa, adresy e-mail wszystkich uczestników. <br /> Zgłoszenia proszę przesyłać na adres:ewa.pilniewicz@traugutt.net lub przekazać osobiście w szkole.<br /> Dokładne informacje o projekcie na stronach www.sigg.gpw.com.pl lub www.ferk.pl
newsa przygotowała: p.prof. Ewa Pilniewicz","1","0"
"107","Wolne miejsca na spływ!","4","2010-09-03 17:26:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Z powodu zwolnienia miejsc przez absolwentów, mamy wolne miejsca na spływ organizowany w dniach 8-10.09.2010r. Wszystkich chętnych zapraszamy na spotkanie organizacyjne w poniedziałek 6.09.2010r. do małej sali gimnastycznej o godzi. 10.35.<br /> Proszę zabrać ze sobą zgodę rodziców oraz 90 zł tytułem całkowitej opłaty.
newsa przygotował: p.prof. Janusz Poradomski","1","0"
"108","Trening piłkarzy","4","2010-09-03 17:27:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jutro tj. w sobotę o godz. 9:30 w naszej pięknej szkolnej hali sportowej odbędzie się pierwszy trening drużyny piłki nożnej. Zapraszam serdecznie. Coach Ireneusz Stasiak przeprowadzi wstępną selekcję. Wykorzystaj swoją szansę, następnej może już nie być!
newsa przygotował: Coach Ireneusz Stasiak","1","0"
"109","Muzyka nauczyciela Traugutta na 67 Festiwalu Filmowym w Wenecji","4","2010-09-02 17:28:00","&nbsp;<a href=""http://www.isaacjulien.com/newsdetail.php?id=65"" target=""_blank""><img src=""../../../../lo/10_11/_foto/mini/better_life.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Już 3 i 4 września w konkursie <a href=""http://www.labiennale.org/en/Home.html"" target=""_blank"">67 Festiwalu Filmowego w Wenecji</a> zostanie pokazany film brytyjskiego twórcy video <a href=""http://www.isaacjulien.com/"" target=""_blank"">Isaaca Juliana</a>, pt.: ""<a href=""http://www.labiennale.org/en/cinema/festival/lineup/off-sel/orizzonti/better-life.html?back=true"" target=""_blank"">BETTER LIFE</a>"". Jest to 1-ekranowa wersja 9-ekranowej instalacji wideo, którą Julien stworzył w tym roku, a która miała swoja premierę na Biennale Sztuki w Sydney. Ciekawostką jest to, że film zawiera fragment ścieżki dźwiękowej którą nagrali wspólnie Grzegorz Bojanek i jego przyjaciel Zen Lu, mieszkający w chińskim Shenzhen. Nagranie powstało podczas ubiegłorocznej chińskiej trasy koncertowej projektu <a href=""http://www.wef.pl/choptour"" target=""_blank"">ChoP</a> (China &ndash; Poland).","1","0"
"110","Przygotowania do rajdu","4","2010-09-02 17:29:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Chyba najdłużej cyklicznie organizowaną imprezą w naszej szkole jest Rajd Traubeanów. Tegoroczny będzie już dwudziestym ósmym i odbędzie się w sobotę 2 października 2010r.<br /> Wychowawcy klas I dokonali wyboru tras. Szczegóły na <a href=""../../../../lo/rajdtraubeanow/rajdtraubeanow.php"" target=""_blank"">podstronie rajdu</a>.<br /> Ogłaszam nabór na przewodników (dotyczy tylko uczniów klas II).<br /> Osoby zainteresowane prowadzeniem pierwszaków zobowiązane są do przejścia danej trasy i wykonania po drodze kilku fotografii charakterystycznych miejsc dokumentujących przejście, a następnie dostarczenie ich do mnie (mailem lub w szkole). Obowiązuje zasada &ndash; kto pierwszy ten lepszy. <br /> Szczegółowe informacje na temat rajdu przekażę klasom I w przyszłym tygodniu.","1","0"
"111","Witaj szkoło!","4","2010-09-01 17:30:00","&nbsp;<a href=""http://traugutt.net/lo/10_11/rozp_roku/""><img src=""http://traugutt.net/lo/10_11/rozp_roku/Foto%20%C5%81ukasz%20%C5%9Aledziona/thumbs/IMG_4211.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Po ponad dwumiesięcznej przerwie miło jest znowu zobaczyć znajome twarze tudzież nawiązać przyjaźnie z ludźmi, z którymi przyjdzie spędzić kolejne trzy lata. 1 września, na szkolnych korytarzach, rozmowom i opowieściom nie ma końca. I w &bdquo;Traugucie&rdquo; było podobnie: dziś, w 71. rocznicę wybuchu II wojny światowej, czcząc pamięć ofiar tej katastrofy, oficjalnie przywitaliśmy nadchodzący rok szkolny 2010/2011. <br /> Już przed godziną 9 szkoła wypełniona była po brzegi. Jako pierwsi rok witali drugo- oraz trzecioklasiści. O godzinie 10 przyszła kolej na jeszcze nieoswojonych z klimatem &bdquo;Traugutta&rdquo;, a co za tym idzie nieco zdenerwowanych, pierwszoklasistów. Po krótkich uroczystościach, na które składały się wystąpienia uczniów oraz dyrekcji IILO, ślubowanie klas pierwszych, a także uczczenie daty najazdu hitlerowskich Niemiec na Polskę, trauguciacy udali się do swoich pracowni, aby wreszcie zapoznać się z planem lekcji. <br /> Nieubłaganie musieliśmy pożegnać wakacje, czas więc wciąć się ostro do pracy;). Wszystkim trauguciakom życzę sukcesów w nadchodzącym roku szkolnym, a trzecioklasistom dodatkowo dobrze zdanej matury!
newsa przygotowała: Dominika Majchrzak","1","0"
"112","Spływ kajakowy rzeką Wartą","4","2010-08-30 17:31:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W związku z zapowiedzią poprawy pogody i okresowym powrotem lata, podtrzymujemy chęć organizacji spływu w terminie 9.09. &ndash; 11.09.2010r. (czwartek &ndash; sobota).<br /> Zapraszam wszystkich zapisanych na zebranie w poniedziałek (6.09) o godz. 10.35 do małej sali gimnastycznej.
newsa przygotował: p.prof. Janusz Poradomski","1","0"
"113","Energia w Poznaniu","4","2010-07-28 17:32:00","&nbsp;<a href=""http://traugutt.net/lo/09_10/5bitwa/"" target=""_blank""><img src=""http://traugutt.net/lo/09_10/5bitwa/thumbs/1-jaroslaw-respondek-550x366.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Poznański Rynek był miejscem V Ulicznej Bitwy Fotograficznej. Impreza polega na zgłaszaniu swoich prac na zadany temat &ndash; tym razem była to &bdquo;Energia&rdquo;, następnie organizatorzy wybierają blisko sto najlepszych, pomiędzy którymi toczy się &bdquo;bitwa&rdquo;. Losowo wyświetlane są dwa zdjęcia, a licznie zgromadzona publiczność głosuje, które przechodzi dalej. Nad całością czuwa główny juror &ndash; uznany polski fotograf (tym razem był to Marek Arcimowicz), do którego należy ostateczna decyzja (może być inna, niż werdykt wydany przez widzów). <br /> Wyprawa do Poznania (warunkiem udziału zdjęcia w &bdquo;bitwie&rdquo; była obecność autora na miejscu) okazała się szczęśliwa dla tegorocznego maturzysty - Jarka Respondka, którego zdjęcie zwyciężyło oraz Patrycji Zubrzyckiej (IIIG). Wykonana przez dziewczynę praca ostatecznie zdobyła II miejsce. <br /> Nagrody za zdobycie I miejsca to: - Vertis zapewnił wystawę składającą się z 20 wydruków w formacie 40&times;60, tablet Bamboo Fun S, urządzenie wielofunkcyjne Epson Stylus Photo PX710W, plecak Lowepro CompuPrimus AW oraz seria książek - Warsztaty fotograficzne wydawnictwa Helion. Nagrody za zajęcie II miejsca: statyw aluminiowy Giottos MTL9251B oraz 20 powiększeń w formacie 30&times;45 od Vertis.<br /> Serdecznie gratuluję, a zainteresowanych zapraszam do udziału w kolejnych <a href=""http://bitwa.pokochajfotografie.pl/"" target=""_blank"">&bdquo;bitwach&rdquo;</a>. Przypomnę, że Trauguciacy dwukrotnie stawali na drugim stopniu podium we wcześniejszych potyczkach: Patrycja w I Bitwie, Tomasz Margol w IV.
Zdjęcia pochodzą z portalu http://bitwa.pokochajfotografie.pl","1","0"
"114","Tematy maturalne","4","2010-07-28 17:33:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Lista <a href=""http://traugutt.net/lo/10_11/tematy2011.pdf"">tematów</a> na ustny egzamin maturalny z języka polskiego dla uczniów klas III.
p.prof. Dariusz Borkowski","1","0"
"115","Skradziono rowery!","4","2010-07-28 17:34:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Witam, dnia 27.07.2010r skradziono 2 rowery spod Liceum Traugutta w godzinach 12.45-14.45. <br /> GIANT ROCK (błękitno-srebrna damka) <br /> MONGOOSE (niebiesko-srebrny) <br /> Wszelkie osoby które widziały takie rowery w swojej okolicy proszone są o pilny kontakt pod numerem tel. 696149090 lub z policją. <br /> PS. Znaki szczególne GIANTa to rysy po lewej stronie kierownicy spowodowane upadkiem na rowerze. Przed kradzieżą posiadał błotniki, licznik, czarny dzwonek i czerwone światełko z tyłu przypinane białymi paskami. <br /> <a href=""http://www2.giant-bicycles.com/_upload_pl/bikes/models/zooms/2009/ROCK-W-sil-blue_700.jpg"" target=""_blank"">Zdjęcie</a>
Agnieszka","1","0"
"116","Ruszamy 50. raz","4","2010-07-21 17:35:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Traugutt Bikers Team wyrusza na trasę po raz 50. Ta &bdquo;okrągła&rdquo; liczba zachęciła mnie do dokonania paru podsumowań. <br /> Jeździmy już 7 rok (od 2004). W tym czasie przejechaliśmy blisko 3200 km (średnio ok. 67 km). W rajdach uczestniczyło 296 osób (średnio 6), w tym:<br /> - 8 nauczycieli<br /> - 40 dziewcząt <br /> - 9 uczniów innych liceów lub techników<br /> - 3 gimnazjalistów<br /> Odbyło się 5 <a href=""../../../../lo/turystyka.php?id=zlotynoca"" target=""_blank"">nocnych</a> rajdów (17 uczestników)<br /> - <a href=""../../../../lo/turystyka.php?id=ogrodzieniec"" target=""_blank"">najdłuższy</a> rajd (przejechany dystans) &ndash; ponad 100 km z Zawiercia przez Ogrodzieniec, Bobolice i Mirów do Częstochowy.<br /> - najdłuższy rajd (czasowo) &ndash; <a href=""../../../../lo/turystyka.php?id=krakow"" target=""_blank"">tygodniowy</a>: Częstochowa &ndash; Kraków &ndash; Częstochowa<br /> - najdłuższy jednodniowy rajd <a href=""../../../../lo/turystyka.php?id=25liswarta"" target=""_blank"">(czasowo)</a> &ndash; 7 godz. 30 min &ndash; ujście Liswarty<br /> - <a href=""../../../../lo/turystyka.php?id=20babski"" target=""_blank"">najliczniejszy</a> rajd &ndash; I &bdquo;babski&rdquo; &ndash; 20 uczestników - Olsztyn<br /> - najwięcej <a href=""../../../../lo/turystyka.php?id=20babski"" target=""_blank"">dziewcząt</a> uczestniczyło w - I &bdquo;babskim&rdquo; &ndash; 13 uczestniczek<br /> - <a href=""../../../../lo/turystyka.php?id=myszkow"" target=""_blank"">najmniej</a> liczny rajd &ndash; 2 uczestników &ndash; z Myszkowa<br /> - najdalej na zachód - <a href=""../../../../lo/turystyka.php?id=22pawelki"" target=""_blank"">Kochcice</a><br /> - najdalej na północ &ndash; <a href=""../../../../lo/turystyka.php?id=warta"" target=""_blank"">Załęczański Park Krajobrazowy</a><br /> - najdalej na wschód &ndash; św. Anna<br /> - najdalej <a href=""../../../../lo/turystyka.php?id=ogrodzieniec"" target=""_blank"">na południe</a> (południowy wschód) &ndash; Zawiercie, Ogrodzieniec<br /> Najczęściej w (oficjalnych) rajdach uczestniczyli:<br /> <br /> Cezary M&uuml;ller &ndash; 10<br /> Mateusz Lewandowski &ndash; 10<br /> Paweł Arabas &ndash; 10<br /> Jarosław Respondek &ndash; 10<br /> Piotr Bednarek &ndash; 9<br /> Piotrek Rajczykowski &ndash; 7<br /> Szymon Strzelczyk &ndash; 7<br /> Łukasz Śledziona &ndash; 6 <br /> Marcin Cierniak &ndash; 6<br /> Piotr Stradomski &ndash; 6<br /> Jakub Kapitański &ndash; 6<br /> Cezary Stolecki &ndash; 5<br /> Jarosław Kosiorek &ndash; 5<br /> Przemysław Sobański &ndash; 5<br /> Dariusz Kaczmarzyk &ndash; 5<br /> Robert Ściubilecki &ndash; 5<br /> Eligiusz Kik &ndash; 5<br /> Wojciech Szeląg &ndash; 5<br /> Jarosław Janik &ndash; 5<br /> Oprócz oficjalnych rajdów, których statystyki przedstawiłem powyżej, obyło się minimum dwa razy tyle tzw. ""spontanów"" - wypadów umawianych ""na szybko"" w szkole.<br /> Większość wycieczek jest <a href=""../../../../lo/turystyka.php"" target=""_blank"">dokumentowana</a> fotograficznie i statystycznie.","1","0"
